token	tag_cafeteria_binary
improvements	O
in	O
cardiovascular	O
health	O
,	O
metabolic	O
syndrome	O
and	O
diabetes	O
owing	O
to	O
their	O
bioactive	O
compounds	O
such	O
as	O
polyphenols	O
.	O
Water	O
deficit	O
strategies	O
generate	O
hydroSOStainable	O
almonds	B
,	O
raised	O
under	O
water	O
stress	O
conditions	O
,	O
with	O
high	O
content	O
of	O
bioactive	O
compounds	O
.	O
The	O
aim	O
of	O
this	O
work	O
was	O
to	O
study	O
the	O
relationship	O
between	O
water	O
stress	O
,	O
color	O
and	O
polyphenols	O
in	O
hydroSOStainable	O
almonds	B
.	O
For	O
this	O
,	O
instrumental	O
color	O
,	O
total	O
phenolic	O
content	O
and	O
phenolic	O
compounds	O
were	O
measured	O
and	O
correlated	O
using	O
Pearson	O
's	O
correlation	O
.	O
In	O
the	O
present	O
study	O
,	O
the	O
associations	O
of	O
dietary	O
habits	O
with	O
the	O
risk	O
of	O
urothelial	O
cancer	O
death	O
were	O
evaluated	O
taking	O
into	O
consideration	O
sex	O
,	O
age	O
,	O
and	O
smoking	O
habits	O
.	O
The	O
Japan	O
Collaborative	O
Cohort	O
Study	O
was	O
established	O
in	O
1988	O
-	O
1990	O
and	O
consisted	O
of	O
47,997	O
men	O
and	O
66,520	O
women	O
observed	O
until	O
the	O
end	O
of	O
1999	O
.	O
A	O
self	O
-	O
administered	O
food	O
-	O
frequency	O
questionnaire	O
was	O
used	O
as	O
a	O
baseline	O
survey	O
.	O
Hazard	O
ratios	O
for	O
dietary	O
factors	O
were	O
calculated	O
by	O
Cox	O
's	O
proportional	O
hazards	O
model	O
.	O
During	O
the	O
observation	O
period	O
,	O
63	O
men	O
and	O
25	O
women	O
died	O
of	O
urothelial	O
cancer	O
.	O
Increasing	O
age	O
,	O
male	O
gender	O
,	O
and	O
history	O
of	O
smoking	O
were	O
all	O
significantly	O
associated	O
with	O
increased	O
risk	O
of	O
urothelial	O
cancer	O
death	O
.	O
A	O
high	O
intake	O
of	O
milk	B
and	O
fruits	B
other	O
than	O
oranges	B
reduced	O
the	O
risk	O
significantly	O
and	O
dose	O
dependently	O
,	O
in	O
particular	O
among	O
subjects	O
with	O
smoking	O
history	O
.	O
However	O
,	O
consumption	O
of	O
butter	B
and	O
yogurt	B
had	O
no	O
associations	O
with	O
the	O
risk	O
.	O
Intakes	O
of	O
cabbage	B
,	O
lettuce	B
,	O
green	B
leafy	I
vegetables	I
,	O
carrots	B
,	O
squash	B
,	O
tomatoes	B
,	O
and	O
oranges	B
were	O
not	O
significantly	O
associated	O
with	O
the	O
risk	O
.	O
It	O
was	O
suggested	O
that	O
urothelial	O
cancer	O
death	O
could	O
be	O
potentially	O
preventable	O
by	O
smoking	O
cessation	O
and	O
regular	O
intake	O
of	O
milk	B
and	O
fruit	B
.	O
It	O
is	O
known	O
that	O
patients	O
with	O
pollinosis	O
may	O
display	O
clinical	O
characteristics	O
caused	O
by	O
allergy	O
to	O
certain	O
fruits	B
and	O
vegetables	B
,	O
but	O
subjects	O
allergic	O
to	O
Artemisia	O
seem	O
to	O
show	O
particularly	O
peculiar	O
characteristics	O
.	O
The	O
clinical	O
features	O
of	O
84	O
patients	O
with	O
rhinitis	O
,	O
asthma	O
,	O
urticaria	O
,	O
and/or	O
anaphylaxis	O
whose	O
inhalant	O
allergy	O
was	O
exclusively	O
to	O
Artemisia	O
vulgaris	O
were	O
studied	O
and	O
compared	O
with	O
a	O
control	O
group	O
of	O
50	O
patients	O
monosensitized	O
to	O
grass	O
pollen	O
.	O
The	O
mean	O
age	O
for	O
the	O
beginning	O
of	O
symptoms	O
was	O
30.2	O
years	O
,	O
and	O
this	O
was	O
higher	O
than	O
in	O
the	O
control	O
group	O
(	O
P	O
<	O
0.05	O
)	O
.	O
We	O
found	O
the	O
main	O
incidence	O
to	O
be	O
in	O
women	O
(	O
70.2	O
%	O
)	O
.	O
Some	O
42.3	O
%	O
had	O
family	O
history	O
of	O
atopia	O
,	O
lower	O
than	O
in	O
the	O
control	O
group	O
(	O
P	O
<	O
0.05	O
)	O
,	O
while	O
the	O
prevalence	O
of	O
asthma	O
and	O
urticaria	O
was	O
significantly	O
higher	O
(	O
P	O
<	O
0.05	O
)	O
.	O
Food	O
hypersensitivity	O
was	O
reported	O
by	O
23	O
patients	O
(	O
27.3	O
%	O
)	O
allergic	O
to	O
Artemisia	O
.	O
The	O
foods	O
responsible	O
(	O
with	O
respective	O
numbers	O
of	O
cases	O
)	O
were	O
honey	B
(	O
14	O
)	O
,	O
sunflower	B
seeds	I
(	O
11	O
)	O
,	O
camomile	B
(	O
four	O
)	O
,	O
pistachio	B
(	O
three	O
)	O
,	O
hazelnut	B
(	O
two	O
)	O
,	O
lettuce	B
(	O
two	O
)	O
,	O
pollen	O
(	O
two	O
)	O
,	O
beer	B
(	O
two	O
)	O
,	O
almond	B
(	O
one	O
)	O
,	O
peanut	B
(	O
one	O
)	O
,	O
other	O
nuts	B
(	O
one	O
)	O
,	O
carrot	B
(	O
one	O
)	O
,	O
and	O
apple	B
(	O
one	O
)	O
.	O
None	O
of	O
the	O
patients	O
monosensitized	O
to	O
grass	O
had	O
food	O
allergy	O
.	O
CAP	O
inhibition	O
experiments	O
were	O
carried	O
out	O
on	O
a	O
single	O
patient	O
.	O
Results	O
showed	O
the	O
existence	O
of	O
common	O
antigenic	O
epitopes	O
in	O
pistachio	B
and	O
Artemisia	O
pollen	O
for	O
this	O
patient	O
.	O
We	O
concluded	O
that	O
mugwort	O
hay	O
fever	O
can	O
be	O
associated	O
with	O
the	O
Compositae	O
family	O
of	O
foods	O
,	O
but	O
that	O
it	O
is	O
not	O
normally	O
associated	O
with	O
other	O
foods	O
.	O
The	O
relation	O
between	O
vegetable	B
and	I
fruit	I
consumption	I
and	O
colorectal	O
cancer	O
risk	O
was	O
comprehensively	O
assessed	O
in	O
the	O
Netherlands	O
Cohort	O
Study	O
on	O
Diet	O
and	O
Cancer	O
using	O
a	O
validated	O
150	O
-	O
item	O
food	O
frequency	O
questionnaire	O
.	O
After	O
6.3	O
years	O
of	O
follow	O
-	O
up	O
(	O
1986	O
-	O
1992	O
)	O
,	O
over	O
1,000	O
incident	O
cases	O
of	O
colorectal	O
cancer	O
were	O
registered	O
.	O
Using	O
case	O
-	O
cohort	O
analysis	O
,	O
the	O
authors	O
calculated	O
rate	O
ratios	O
and	O
95	O
%	O
confidence	O
intervals	O
adjusted	O
for	O
age	O
,	O
alcohol	B
intake	I
,	O
and	O
family	O
history	O
of	O
colorectal	O
cancer	O
.	O
For	O
colon	O
cancer	O
,	O
no	O
statistically	O
significant	O
associations	O
with	O
total	O
vegetable	B
intake	I
or	O
total	O
fruit	B
intake	I
were	O
found	O
.	O
However	O
,	O
among	O
women	O
,	O
an	O
inverse	O
association	O
was	O
observed	O
with	O
vegetables	B
and	I
fruits	I
combined	O
(	O
for	O
the	O
highest	O
quintile	O
vs.	O
the	O
lowest	O
,	O
the	O
rate	O
ratio	O
was	O
0.66	O
(	O
95	O
%	O
confidence	O
interval	O
:	O
0.44	O
,	O
1.01	O
)	O
)	O
.	O
Brassica	B
vegetables	I
and	O
cooked	O
leafy	B
vegetables	I
showed	O
inverse	O
associations	O
for	O
both	O
men	O
and	O
women	O
.	O
Among	O
women	O
and	O
,	O
to	O
a	O
lesser	O
extent	O
,	O
among	O
men	O
,	O
inverse	O
associations	O
were	O
stronger	O
for	O
distal	O
colonic	O
tumors	O
than	O
for	O
proximal	O
colonic	O
tumors	O
.	O
For	O
rectal	O
cancer	O
,	O
no	O
statistically	O
significant	O
associations	O
were	O
found	O
for	O
vegetable	B
consumption	I
or	O
fruit	B
consumption	I
or	O
for	O
specific	O
groups	O
of	O
vegetables	B
and	O
fruits	B
;	O
only	O
Brassica	B
vegetables	I
showed	O
a	O
positive	O
association	O
in	O
women	O
.	O
As	O
in	O
other	O
cohort	O
studies	O
,	O
the	O
observed	O
inverse	O
relation	O
between	O
vegetable	B
and	I
fruit	I
consumption	I
and	O
occurrence	O
of	O
colorectal	O
cancer	O
was	O
less	O
strong	O
than	O
relations	O
reported	O
in	O
case	O
-	O
control	O
studies	O
.	O
Diet	O
has	O
been	O
recognized	O
as	O
a	O
corner	O
stone	O
in	O
the	O
management	O
of	O
diabetes	O
mellitus	O
.	O
Spices	B
are	O
the	O
common	O
dietary	O
adjuncts	O
that	O
contribute	O
to	O
the	O
taste	O
and	O
flavour	O
of	O
foods	O
.	O
Besides	O
,	O
spices	B
are	O
also	O
known	O
to	O
exert	O
several	O
beneficial	O
physiological	O
effects	O
including	O
the	O
antidiabetic	O
influence	O
.	O
This	O
review	O
considers	O
all	O
the	O
available	O
information	O
from	O
animal	O
experimentation	O
as	O
well	O
as	O
clinical	O
trials	O
where	O
spices	B
,	O
their	O
extracts	O
or	O
their	O
active	O
principles	O
were	O
examined	O
for	O
treatment	O
of	O
diabetes	O
.	O
Among	O
the	O
spices	B
,	O
fenugreek	B
seeds	I
(	O
Trigonella	O
foenumgraecum	O
)	O
,	O
garlic	B
(	O
Allium	O
sativum	O
)	O
,	O
onion	B
(	O
Allium	O
cepa	O
)	O
,	O
and	O
turmeric	B
(	O
Curcuma	O
longa	O
)	O
have	O
been	O
experimentally	O
documented	O
to	O
possess	O
antidiabetic	O
potential	O
.	O
In	O
a	O
limited	O
number	O
of	O
studies	O
,	O
cumin	B
seeds	I
(	O
Cuminum	O
cyminum	O
)	O
,	O
ginger	B
(	O
Zingiber	O
officinale	O
)	O
,	O
mustard	B
(	O
Brassica	O
nigra	O
)	O
,	O
curry	B
leaves	I
(	O
Murraya	O
koenigii	O
)	O
and	O
coriander	B
(	O
Coriandrum	O
sativum	O
)	O
have	O
been	O
reported	O
to	O
be	O
hypoglycaemic	O
.	O
Myosmine	O
has	O
been	O
regarded	O
as	O
a	O
specific	O
tobacco	O
alkaloid	O
until	O
investigations	O
pointed	O
out	O
that	O
nuts	B
and	O
nut	B
products	I
constitute	O
a	O
significant	O
source	O
of	O
myosmine	O
.	O
In	O
the	O
present	O
study	O
it	O
is	O
shown	O
that	O
the	O
occurrence	O
of	O
myosmine	O
is	O
widespread	O
throughout	O
a	O
large	O
number	O
of	O
plant	O
families	O
.	O
Using	O
a	O
method	O
for	O
extraction	O
practicable	O
for	O
all	O
examined	O
foods	O
,	O
quantitative	O
analysis	O
through	O
internal	O
standard	O
addition	O
showed	O
nanograms	O
per	O
gram	O
amounts	O
.	O
Positively	O
tested	O
edibles	O
were	O
staple	O
foods	O
such	O
as	O
maize	B
,	O
rice	B
,	O
wheat	B
flour	I
,	O
millet	B
,	O
potato	B
,	O
and	O
milk	B
and	O
also	O
cocoa	B
,	O
popcorn	B
,	O
tomato	B
,	O
carrot	B
,	O
pineapple	B
,	O
kiwi	B
,	O
and	O
apples	B
.	O
No	O
myosmine	O
was	O
detectable	O
in	O
other	O
vegetables	B
and	O
fruits	B
such	O
as	O
lettuce	B
,	O
spinach	B
,	O
cucumber	B
,	O
onion	B
,	O
banana	B
,	O
tangerines	B
,	O
and	O
grapes	B
.	O
Myosmine	O
is	O
easily	O
nitrosated	O
giving	O
rise	O
to	O
a	O
DNA	O
adduct	O
identical	O
to	O
the	O
esophageal	O
tobacco	O
carcinogen	O
N	O
-	O
nitrosonornicotine	O
.	O
Therefore	O
,	O
the	O
role	O
of	O
dietary	O
myosmine	O
in	O
esophageal	O
adenocarcinoma	O
should	O
be	O
further	O
investigated	O
.	O
Significant	O
evidence	O
from	O
epidemiological	O
investigations	O
showed	O
that	O
dietary	O
polyphenols	O
might	O
manage	O
and	O
prevent	O
type	O
2	O
diabetes	O
(	O
T2D	O
)	O
.	O
This	O
review	O
summarizes	O
human	O
studies	O
and	O
clinical	O
trials	O
of	O
polyphenols	O
as	O
anti	O
-	O
diabetic	O
agents	O
.	O
Polyphenols	O
from	O
coffee	B
,	O
guava	B
tea	I
,	O
whortleberry	B
,	O
olive	B
oil	I
,	O
propolis	O
,	O
chocolate	B
,	O
red	B
wine	I
,	O
grape	O
seed	O
,	O
and	O
cocoa	B
have	O
been	O
reported	O
to	O
show	O
anti	O
-	O
diabetic	O
effects	O
in	O
T2D	O
patients	O
through	O
increasing	O
glucose	O
metabolism	O
,	O
improving	O
vascular	O
function	O
as	O
well	O
as	O
reducing	O
insulin	O
resistance	O
and	O
HbA1c	O
level	O
.	O
However	O
,	O
individual	O
flavonoid	O
or	O
isoflavonoid	O
compounds	O
appear	O
to	O
have	O
no	O
therapeutic	O
effect	O
on	O
diabetes	O
,	O
based	O
on	O
the	O
limited	O
clinical	O
data	O
.	O
Preliminary	O
clinical	O
trials	O
provided	O
evidence	O
that	O
resveratrol	O
had	O
anti	O
-	O
diabetic	O
activity	O
in	O
humans	O
by	O
improving	O
glycemic	O
control	O
in	O
subjects	O
with	O
insulin	O
resistance	O
.	O
Besides	O
,	O
anthocyanins	O
exhibited	O
anti	O
-	O
diabetic	O
properties	O
by	O
reducing	O
blood	O
glucose	O
and	O
HbA1c	O
levels	O
or	O
the	O
improvement	O
of	O
insulin	O
secretion	O
and	O
resistance	O
.	O
The	O
structure	O
-	O
activity	O
relationship	O
of	O
polyphenols	O
as	O
anti	O
-	O
diabetic	O
agents	O
in	O
humans	O
has	O
been	O
rarely	O
reported	O
.	O
The	O
usual	O
choice	O
of	O
spread	B
used	O
on	O
bread	B
,	O
and	O
the	O
calculated	O
total	O
amount	O
of	O
fat	B
spread	I
on	O
bread	B
per	O
day	O
,	O
were	O
related	O
to	O
socio	O
-	O
economic	O
and	O
coronary	O
artery	O
disease	O
risk	O
factors	O
in	O
9003	O
respondents	O
in	O
the	O
Health	O
and	O
Lifestyle	O
Survey	O
.	O
Butter	B
was	O
the	O
most	O
popular	O
spread	B
,	O
regardless	O
of	O
social	O
group	O
or	O
income	O
.	O
Polyunsaturated	O
margarine	B
and	O
low	B
fat	I
spread	I
were	O
chosen	O
significantly	O
more	O
frequently	O
by	O
those	O
in	O
the	O
higher	O
socio	O
-	O
economic	O
groups	O
and	O
by	O
non	O
-	O
smokers	O
in	O
each	O
group	O
.	O
A	O
past	O
history	O
of	O
heart	O
disease	O
was	O
associated	O
with	O
the	O
choice	O
of	O
polyunsaturated	O
margarine	B
,	O
low	B
fat	I
spread	I
,	O
or	O
no	O
spread	B
at	O
all	O
;	O
this	O
was	O
most	O
apparent	O
in	O
men	O
.	O
No	O
such	O
relationship	O
was	O
found	O
between	O
choice	O
of	O
spread	B
and	O
family	O
history	O
of	O
heart	O
disease	O
or	O
hypertension	O
.	O
Overweight	O
and	O
obese	O
respondents	O
were	O
a	O
little	O
more	O
likely	O
than	O
lean	O
respondents	O
to	O
choose	O
low	B
fat	I
spread	I
or	O
no	O
spread	B
.	O
Men	O
over	O
60	O
years	O
consumed	O
less	O
fat	O
,	O
as	O
spread	B
,	O
than	O
younger	O
men	O
,	O
but	O
in	O
women	O
there	O
was	O
a	O
tendency	O
for	O
consumption	O
to	O
increase	O
with	O
age	O
.	O
In	O
both	O
sexes	O
,	O
the	O
non	O
-	O
manual	O
groups	O
consumed	O
less	O
spread	B
than	O
the	O
manual	O
at	O
comparable	O
ages	O
.	O
Smokers	O
in	O
each	O
group	O
consumed	O
significantly	O
more	O
than	O
non	O
-	O
smokers	O
.	O
The	O
amount	O
of	O
spread	B
consumed	O
was	O
not	O
associated	O
with	O
body	O
mass	O
index	O
,	O
a	O
past	O
history	O
or	O
family	O
history	O
of	O
heart	O
disease	O
or	O
previously	O
diagnosed	O
hypertension	O
.	O
These	O
findings	O
suggest	O
that	O
current	O
recommendations	O
to	O
reduce	O
total	O
fat	O
intake	O
and	O
to	O
reduce	O
the	O
proportion	O
of	O
saturated	O
fats	O
used	O
are	O
not	O
being	O
followed	O
,	O
at	O
least	O
in	O
respect	O
of	O
spread	B
,	O
by	O
those	O
at	O
greatest	O
risk	O
of	O
coronary	O
heart	O
disease	O
.	O
Our	O
preliminary	O
clinical	O
trial	O
showed	O
that	O
consumption	O
of	O
cooked	O
rice	B
of	O
a	O
Japanese	O
common	O
cultivar	O
Yukihikari	B
improved	O
atopic	O
dermatitis	O
associated	O
with	O
a	O
suspected	O
rice	O
allergy	O
,	O
although	O
the	O
underlying	O
mechanisms	O
remain	O
unclear	O
.	O
We	O
hypothesised	O
that	O
the	O
ameliorating	O
effect	O
of	O
Yukihikari	B
on	O
atopic	O
dermatitis	O
is	O
associated	O
with	O
the	O
gut	O
microbiota	O
.	O
BALB	O
/	O
c	O
mice	O
were	O
fed	O
a	O
synthetic	O
diet	O
supplemented	O
with	O
uncooked	O
and	O
polished	O
white	B
rice	I
powder	I
prepared	O
from	O
one	O
of	O
four	O
different	O
cultivars	O
:	O
Yukihikari	B
,	O
rice	B
A	O
(	O
common	B
rice	I
)	O
,	O
rice	B
B	O
(	O
brewery	B
rice	I
)	O
and	O
rice	B
C	O
(	O
waxy	B
rice	I
)	O
.	O
Denaturing	O
gradient	O
gel	O
electrophoresis	O
of	O
PCR	O
-	O
amplified	O
16S	O
rRNA	O
gene	O
fragments	O
showed	O
that	O
the	O
composition	O
of	O
faecal	O
microbiota	O
was	O
different	O
between	O
mice	O
fed	O
Yukihikari	B
and	O
those	O
fed	O
rice	B
A.	O
Analysis	O
of	O
the	O
16S	O
rRNA	O
clone	O
library	O
and	O
species	O
-	O
specific	O
real	O
-	O
time	O
PCR	O
showed	O
that	O
the	O
abundance	O
of	O
Akkermansia	O
muciniphila	O
,	O
a	O
mucin	O
degrader	O
,	O
tended	O
to	O
be	O
lower	O
in	O
mice	O
fed	O
Yukihikari	B
.	O
The	O
incidence	O
of	O
allergic	O
diarrhoea	O
induced	O
by	O
oral	O
administration	O
of	O
ovalbumin	O
in	O
systemically	O
immunised	O
mice	O
was	O
lower	O
in	O
mice	O
fed	O
Yukihikari	B
,	O
albeit	O
with	O
no	O
difference	O
in	O
serum	O
antibodies	O
specific	O
to	O
ovalbumin	O
.	O
In	O
a	O
separate	O
experiment	O
,	O
serum	O
antibody	O
levels	O
specific	O
to	O
orally	O
administered	O
ovalbumin	O
were	O
lower	O
in	O
mice	O
fed	O
Yukihikari	B
.	O
Additionally	O
,	O
the	O
translocation	O
of	O
horseradish	O
peroxidase	O
in	O
isolated	O
segments	O
of	O
ileum	O
and	O
colon	O
tended	O
to	O
be	O
lower	O
in	O
mice	O
fed	O
Yukihikari	B
,	O
suggesting	O
a	O
reduction	O
in	O
gut	O
permeability	O
in	O
mice	O
fed	O
Yukihikari	B
.	O
These	O
data	O
indicate	O
that	O
changes	O
in	O
the	O
gut	O
microbiota	O
of	O
mice	O
fed	O
Yukihikari	B
could	O
be	O
advantageous	O
in	O
the	O
prevention	O
of	O
food	O
allergy	O
.	O
The	O
Eastern	O
Mediterranean	O
Region	O
(	O
EMR	O
)	O
has	O
witnessed	O
significant	O
social	O
and	O
economic	O
changes	O
that	O
may	O
have	O
influenced	O
the	O
diet	O
of	O
children	O
and	O
adolescents	O
,	O
and	O
increased	O
the	O
risk	O
for	O
obesity	O
and	O
malnutrition	O
in	O
this	O
age	O
group	O
.	O
This	O
review	O
aims	O
to	O
characterize	O
and	O
assess	O
food	O
consumption	O
patterns	O
and	O
nutrient	O
intakes	O
amongst	O
school	O
-	O
aged	O
children	O
(	O
5	O
-	O
10	O
years	O
)	O
and	O
adolescents	O
(	O
10	O
-	O
19	O
years	O
)	O
in	O
countries	O
of	O
the	O
EMR	O
.	O
Electronic	O
databases	O
(	O
MedLine	O
,	O
PubMed	O
,	O
Scopus	O
,	O
and	O
Google	O
Scholar	O
)	O
were	O
searched	O
for	O
relevant	O
articles	O
published	O
between	O
2005	O
and	O
2020	O
;	O
international	O
organizations	O
and	O
governmental	O
websites	O
were	O
also	O
searched	O
.	O
Available	O
studies	O
documented	O
low	O
intakes	O
of	O
fruits	B
,	O
vegetables	B
and	O
fiber	O
,	O
inadequate	O
consumption	O
of	O
water	B
,	O
milk	B
and	O
dairy	B
products	I
,	O
coupled	O
with	O
high	O
intakes	O
of	O
fat	B
,	O
saturated	O
fat	O
,	O
and	O
sugar	B
sweetened	I
beverages	I
,	O
as	O
well	O
as	O
a	O
frequent	O
consumption	O
of	O
energy	B
-	I
dense	I
,	B
nutrient	I
poor	I
foods	I
such	O
as	O
sweet	B
and	I
savory	I
snacks	I
.	O
Micronutrient	O
inadequacies	O
were	O
also	O
observed	O
,	O
particularly	O
for	O
calcium	O
,	O
iron	O
,	O
zinc	O
and	O
vitamins	O
A	O
,	O
D	O
,	O
C	O
,	O
and	O
folate	O
.	O
Acknowledging	O
the	O
impact	O
that	O
nutrition	O
may	O
have	O
on	O
building	O
societies	O
and	O
transforming	O
the	O
lives	O
of	O
children	O
,	O
adolescents	O
and	O
their	O
families	O
,	O
there	O
is	O
a	O
crucial	O
need	O
for	O
a	O
food	O
system	O
approach	O
in	O
developing	O
and	O
implementing	O
national	O
and	O
regional	O
policies	O
and	O
interventions	O
aimed	O
at	O
improving	O
the	O
diet	O
of	O
children	O
and	O
adolescents	O
.	O
Pomegranate	B
is	O
a	O
rich	O
source	O
of	O
polyphenols	O
.	O
Laboratory	O
studies	O
suggest	O
polyphenols	O
may	O
exert	O
breast	O
cancer	O
preventive	O
effects	O
through	O
modulation	O
of	O
endogenous	O
sex	O
hormone	O
levels	O
.	O
The	O
aim	O
of	O
this	O
study	O
was	O
to	O
determine	O
the	O
effect	O
of	O
pomegranate	B
juice	I
consumption	O
on	O
serum	O
levels	O
of	O
estradiol	O
,	O
estrone	O
,	O
testosterone	O
,	O
androstenedione	O
,	O
and	O
sex	O
hormone	O
binding	O
globulin	O
(	O
SHBG	O
)	O
.	O
Sixty	O
-	O
four	O
healthy	O
postmenopausal	O
women	O
were	O
randomly	O
assigned	O
to	O
drink	O
8	O
ounces	O
of	O
either	O
100	O
%	O
commercial	O
pomegranate	B
juice	I
(	O
intervention	O
)	O
or	O
apple	B
juice	I
(	O
control	O
)	O
for	O
3	O
weeks	O
.	O
Overall	O
,	O
women	O
in	O
the	O
intervention	O
group	O
did	O
not	O
experience	O
any	O
significant	O
decline	O
in	O
serum	O
sex	O
hormones	O
or	O
SHBG	O
compared	O
to	O
women	O
in	O
the	O
control	O
group	O
.	O
In	O
subgroup	O
analyses	O
restricted	O
to	O
38	O
normal	O
weight	O
women	O
,	O
women	O
in	O
the	O
intervention	O
group	O
compared	O
to	O
control	O
group	O
had	O
a	O
significant	O
decline	O
in	O
estrone	O
(	O
pg	O
/	O
mL	O
)	O
and	O
testosterone	O
levels	O
(	O
pg	O
/	O
mL	O
):	O
pomegranate	B
:	O
-61.6	O
[	O
95	O
%	O
confidence	O
interval	O
(	O
CI	O
):	O
-175.8	O
to	O
52.6	O
)	O
,	O
apple	B
:	O
1.1	O
(	O
95	O
%	O
CI	O
:	O
-5.4	O
to	O
7.7	O
)	O
,	O
P	O
=	O
0.05	O
,	O
and	O
pomegranate	B
:	O
-289.1	O
(	O
95	O
%	O
CI	O
:	O
-630.7	O
to	O
52.5	O
)	O
,	O
apple	B
:	O
79.6	O
(	O
95	O
%	O
CI	O
:	O
-77.8	O
to	O
236.9	O
)	O
,	O
P	O
=	O
0.03	O
,	O
respectively	O
.	O
Because	O
of	O
several	O
study	O
limitations	O
,	O
results	O
should	O
be	O
considered	O
preliminary	O
.	O
Additional	O
larger	O
trials	O
would	O
be	O
needed	O
to	O
determine	O
effects	O
in	O
normal	O
versus	O
overweight	O
/	O
obese	O
women	O
.	O
There	O
is	O
a	O
need	O
to	O
reduce	O
the	O
fat	O
content	O
in	O
fried	B
foods	I
because	O
of	O
increasing	O
health	O
concerns	O
from	O
consumers	O
.	O
Oxidized	O
starches	O
have	O
been	O
utilized	O
in	O
many	O
coating	O
applications	O
for	O
their	O
adhesion	O
ability	O
.	O
However	O
,	O
it	O
is	O
not	O
known	O
if	O
they	O
perform	O
similarly	O
in	O
bake	B
-	I
only	I
products	I
.	O
This	O
study	O
investigated	O
the	O
application	O
of	O
oxidized	O
starch	O
in	O
bake	B
-	I
only	I
chicken	I
nuggets	I
.	O
Oxidized	O
starches	O
were	O
prepared	O
from	O
7	O
starches	O
and	O
analyzed	O
for	O
gelatinization	O
and	O
pasting	O
properties	O
.	O
Chicken	B
nuggets	I
were	O
prepared	O
using	O
batter	O
containing	O
wheat	B
flour	I
,	O
oxidized	O
starch	O
,	O
salt	B
,	O
and	O
leavening	O
agents	O
prior	O
to	O
steaming	O
,	O
oven	O
baking	O
,	O
freezing	O
,	O
and	O
final	O
oven	O
baking	O
for	O
sensory	O
evaluation	O
.	O
All	O
nuggets	B
were	O
analyzed	O
for	O
hardness	O
by	O
a	O
textural	O
analyzer	O
,	O
crispness	O
by	O
an	O
acoustic	O
sound	O
,	O
and	O
sensory	O
characteristics	O
by	O
a	O
trained	O
panel	O
.	O
The	O
oxidation	O
level	O
used	O
in	O
the	O
study	O
did	O
not	O
alter	O
the	O
gelatinization	O
temperature	O
of	O
most	O
starches	O
,	O
but	O
increased	O
the	O
peak	O
pasting	O
viscosity	O
of	O
both	O
types	O
of	O
corn	B
and	I
rice	I
starches	I
and	O
decreased	O
that	O
of	O
tapioca	B
and	I
potato	I
starches	I
.	O
There	O
were	O
slight	O
differences	O
in	O
peak	O
force	O
and	O
acoustic	O
reading	O
between	O
some	O
treatments	O
;	O
however	O
,	O
the	O
differences	O
were	O
not	O
consistent	O
with	O
starch	O
type	O
or	O
amylose	O
content	O
.	O
There	O
was	O
no	O
difference	O
among	O
the	O
treatments	O
as	O
well	O
as	O
between	O
the	O
control	O
with	O
wheat	B
flour	I
and	O
the	O
treatments	O
partially	O
replaced	O
with	O
oxidized	O
starches	O
in	O
all	O
sensory	O
attributes	O
of	O
bake	B
-	I
only	I
nuggets	I
evaluated	O
by	O
the	O
trained	O
panel	O
.	O
Potatoes	B
(	O
Solanum	O
tuberosum	O
)	O
are	O
an	O
important	O
global	O
crop	O
that	O
can	O
be	O
transformed	O
into	O
many	O
products	O
impacting	O
several	O
health	O
dimensions	O
ranging	O
from	O
undernutrition	O
,	O
food	O
security	O
and	O
disease	O
prevention	O
to	O
issues	O
of	O
overnutrition	O
including	O
obesity	O
,	O
diabetes	O
,	O
heart	O
disease	O
.	O
Processed	B
potato	I
products	I
are	O
typically	O
categorized	O
as	O
high	O
fat	O
and	O
sodium	O
foods	O
,	O
as	O
well	O
as	O
being	O
classified	O
as	O
a	O
significant	O
source	O
of	O
carbohydrate	O
,	O
in	O
the	O
form	O
of	O
starch	O
.	O
Conversely	O
,	O
potato	B
products	I
are	O
less	O
known	O
for	O
their	O
contribution	O
of	O
key	O
micronutrients	O
(	O
vitamin	O
C	O
,	O
potassium	O
,	O
magnesium	O
)	O
,	O
fiber	O
,	O
and	O
phytochemicals	O
(	O
phenolics	O
and	O
carotenoids	O
)	O
.	O
More	O
recent	O
insight	O
into	O
the	O
nutritional	O
value	O
of	O
potatoes	B
and	O
the	O
potential	O
of	O
potato	O
phytochemicals	O
to	O
modulate	O
oxidative	O
and	O
inflammatory	O
stress	O
as	O
well	O
as	O
the	O
potential	O
to	O
alter	O
glycemic	O
response	O
has	O
resulted	O
in	O
increased	O
interest	O
in	O
strategies	O
to	O
improve	O
and	O
leverage	O
the	O
nutritional	O
quality	O
of	O
processed	B
potatoes	I
.	O
This	O
review	O
summarizes	O
critical	O
information	O
on	O
nutritional	O
profiles	O
of	O
potatoes	B
and	I
their	I
processed	I
products	I
and	O
describes	O
the	O
state	O
of	O
the	O
science	O
relative	O
to	O
the	O
influence	O
of	O
in	O
-	O
home	O
and	O
common	O
commercial	O
processing	O
on	O
nutritional	O
quality	O
and	O
potential	O
impacts	O
on	O
human	O
health	O
.	O
Proteins	O
play	O
a	O
crucial	O
role	O
in	O
metabolism	O
,	O
in	O
maintaining	O
fluid	O
and	O
