,token,label
64030,from,O
64031,the,O
64032,Bland,O
64033,Altman,O
64034,plots,O
64035,of,O
64036,factors,O
64037,from,O
64038,explorative,O
64039,v.,O
64040,confirmative,O
64041,analyses,O
64042,and,O
64043,explorative,O
64044,analyses,O
64045,from,O
64046,two,O
64047,sub,O
64048,-,O
64049,samples,O
64050,was,O
64051,between,O
64052,18.8,O
64053,and,O
64054,47.7,O
64055,%,O
64056,.,O
64057,Pearson,O
64058,'s,O
64059,correlation,O
64060,was,O
64061,>,O
64062,0.89,O
64063,(,O
64064,P,O
64065,<,O
64066,0.0001,O
64067,),O
64068,.,O
64069,The,O
64070,reproducibility,O
64071,was,O
64072,better,O
64073,for,O
64074,women,O
64075,than,O
64076,for,O
64077,men,O
64078,.,O
64079,We,O
64080,conclude,O
64081,that,O
64082,the,O
64083,',O
64084,Traditional,O
64085,',O
64086,and,O
64087,',O
64088,Modern,O
64089,',O
64090,dietary,O
64091,patterns,O
64092,identified,O
64093,were,O
64094,reproducible,O
64095,.,O
64096,Epidemiologic,O
64097,evidence,O
64098,of,O
64099,a,O
64100,protective,O
64101,role,O
64102,for,O
64103,fruits,O
64104,and,O
64105,vegetables,O
64106,in,O
64107,cancer,O
64108,prevention,O
64109,is,O
64110,substantial,O
64111,.,O
64112,The,O
64113,strength,O
64114,of,O
64115,this,O
64116,scientific,O
64117,base,O
64118,guides,O
64119,US,O
64120,national,O
64121,policymaking,O
64122,in,O
64123,diet,O
64124,and,O
64125,health,O
64126,issues,O
64127,and,O
64128,facilitates,O
64129,community,O
64130,and,O
64131,local,O
64132,programs,O
64133,that,O
64134,address,O
64135,national,O
64136,dietary,O
64137,goals,O
64138,to,O
64139,increase,O
64140,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
64141,and,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
64142,vegetable,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
64143,consumption,O
64144,.,O
64145,Current,O
64146,scientific,O
64147,evidence,O
64148,also,O
64149,suggests,O
64150,a,O
64151,protective,O
64152,role,O
64153,for,O
64154,fruits,O
64155,and,O
64156,vegetables,O
64157,in,O
64158,prevention,O
64159,of,O
64160,coronary,O
64161,heart,O
64162,disease,O
64163,",",O
64164,and,O
64165,evidence,O
64166,is,O
64167,accumulating,O
64168,for,O
64169,a,O
64170,protective,O
64171,role,O
64172,in,O
64173,stroke,O
64174,.,O
64175,In,O
64176,addition,O
64177,",",O
64178,a,O
64179,new,O
64180,scientific,O
64181,base,O
64182,is,O
64183,emerging,O
64184,to,O
64185,support,O
64186,a,O
64187,protective,O
64188,role,O
64189,for,O
64190,fruits,O
64191,and,O
64192,vegetables,O
64193,in,O
64194,prevention,O
64195,of,O
64196,cataract,O
64197,formation,O
64198,",",O
64199,chronic,O
64200,obstructive,O
64201,pulmonary,O
64202,disease,O
64203,",",O
64204,diverticulosis,O
64205,",",O
64206,and,O
64207,possibly,O
64208,",",O
64209,hypertension,O
64210,.,O
64211,This,O
64212,article,O
64213,provides,O
64214,an,O
64215,overview,O
64216,of,O
64217,the,O
64218,health,O
64219,benefits,O
64220,associated,O
64221,with,O
64222,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
64223,and,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
64224,vegetable,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
64225,consumption,O
64226,for,O
64227,each,O
64228,of,O
64229,these,O
64230,conditions,O
64231,",",O
64232,including,O
64233,brief,O
64234,discussions,O
64235,of,O
64236,underlying,O
64237,protective,O
64238,mechanisms,O
64239,",",O
64240,identifies,O
64241,key,O
64242,scientific,O
64243,findings,O
64244,regarding,O
64245,the,O
64246,health,O
64247,benefits,O
64248,of,O
64249,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
64250,and,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
64251,vegetable,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
64252,consumption,O
64253,",",O
64254,and,O
64255,outlines,O
64256,applications,O
64257,of,O
64258,these,O
64259,findings,O
64260,for,O
64261,dietetics,O
64262,professionals,O
64263,.,O
64264,The,O
64265,evidence,O
64266,reviewed,O
64267,provides,O
64268,additional,O
64269,support,O
64270,for,O
64271,increased,O
64272,consumption,O
64273,of,O
64274,a,O
64275,wide,O
64276,variety,O
64277,of,O
64278,vegetables,O
64279,",",O
64280,in,O
64281,particular,O
64282,",",O
64283,dark,O
64284,-,O
64285,green,O
64286,leafy,O
64287,",",O
64288,cruciferous,O
64289,",",O
64290,and,O
64291,deep,O
64292,-,O
64293,yellow,O
64294,-,O
64295,orange,O
64296,ones,O
64297,",",O
64298,and,O
64299,a,O
64300,wide,O
64301,variety,O
64302,of,O
64303,fruits,O
64304,",",O
64305,in,O
64306,particular,O
64307,",",O
64308,citrus,O
64309,and,O
64310,deep,O
64311,-,O
64312,yellow,O
64313,-,O
64314,orange,O
64315,ones,O
64316,.,O
64317,Continued,O
64318,attention,O
64319,to,O
64320,increasing,O
64321,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
64322,and,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
64323,vegetable,I-http://purl.bioontology.org/ontology/SNOMEDCT/72511004;http://purl.bioontology.org/ontology/SNOMEDCT/22836000
64324,consumption,O
64325,is,O
64326,a,O
64327,practical,O
64328,and,O
64329,important,O
64330,way,O
64331,to,O
64332,optimize,O
64333,nutrition,O
64334,to,O
64335,reduce,O
64336,disease,O
64337,risk,O
64338,and,O
64339,maximize,O
64340,good,O
64341,health,O
64342,.,O
64343,At,O
64344,birth,O
64345,",",O
64346,calves,O
64347,are,O
64348,functionally,O
64349,monogastric,O
64350,and,O
64351,remain,O
64352,so,O
64353,for,O
64354,the,O
64355,first,O
64356,weeks,O
64357,of,O
64358,life,O
64359,.,O
64360,Milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
64361,in,O
64362,the,O
64363,rumen,O
64364,may,O
64365,cause,O
64366,indigestion,O
64367,",",O
64368,diarrhea,O
64369,",",O
64370,and,O
64371,reduced,O
64372,growth,O
64373,.,O
64374,Calves,O
64375,are,O
64376,often,O
64377,fed,O
64378,cold,O
64379,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
64380,from,O
64381,a,O
64382,large,O
64383,-,O
64384,aperture,O
64385,teat,O
64386,",",O
64387,but,O
64388,warm,O
64389,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
64390,and,O
64391,sucking,O
64392,behavior,O
64393,are,O
64394,believed,O
64395,to,O
64396,trigger,O
64397,the,O
64398,esophageal,O
64399,reflex,O
64400,.,O
64401,The,O
64402,aim,O
64403,of,O
64404,this,O
64405,study,O
64406,was,O
64407,to,O
64408,use,O
64409,radiography,O
64410,to,O
64411,estimate,O
64412,the,O
64413,lowest,O
64414,milk,O
64415,temperature,O
64416,that,O
64417,can,O
64418,be,O
64419,given,O
64420,to,O
64421,dairy,O
64422,calves,O
64423,at,O
64424,high,O
64425,and,O
64426,low,O
64427,intake,O
64428,rates,O
64429,without,O
64430,causing,O
64431,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
64432,in,O
64433,the,O
64434,rumen,O
64435,.,O
64436,Our,O
64437,hypothesis,O
64438,was,O
64439,that,O
64440,cold,O
64441,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
64442,drunk,O
64443,at,O
64444,high,O
64445,speed,O
64446,would,O
64447,cause,O
64448,insufficient,O
64449,closure,O
64450,of,O
64451,the,O
64452,esophageal,O
64453,groove,O
64454,and,O
64455,hence,O
64456,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
64457,in,O
64458,the,O
64459,rumen,O
64460,.,O
64461,Fifteen,O
64462,Norwegian,O
64463,Red,O
64464,calves,O
64465,",",O
64466,9,O
64467,to,O
64468,27,O
64469,d,O
64470,of,O
64471,age,O
64472,",",O
64473,weighing,O
64474,between,O
64475,45.5,O
64476,and,O
64477,71.0,O
64478,kg,O
64479,",",O
64480,were,O
64481,tested,O
64482,according,O
64483,to,O
64484,the,O
64485,response,O
64486,surface,O
64487,pathway,O
64488,design,O
64489,.,O
64490,Each,O
64491,calf,O
64492,was,O
64493,offered,O
64494,4,O
64495,L,O
64496,of,O
64497,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
64498,from,O
64499,both,O
64500,a,O
64501,small-,O
64502,(,O
64503,2,O
64504,mm,O
64505,),O
64506,and,O
64507,a,O
64508,large,O
64509,-,O
64510,aperture,O
64511,(,O
64512,19,O
64513,mm,O
64514,),O
64515,teat,O
64516,.,O
64517,The,O
64518,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
64519,contained,O
64520,barium,O
64521,sulfate,O
64522,",",O
64523,and,O
64524,radiography,O
64525,was,O
64526,applied,O
64527,before,O
64528,",",O
64529,during,O
64530,",",O
64531,and,O
64532,after,O
64533,the,O
64534,milk,O
64535,meal,O
64536,.,O
64537,Following,O
64538,radiography,O
64539,",",O
64540,the,O
64541,calves,O
64542,were,O
64543,returned,O
64544,to,O
64545,a,O
64546,group,O
64547,pen,O
64548,and,O
64549,observed,O
64550,for,O
64551,2,O
64552,h,O
64553,using,O
64554,continuous,O
64555,live,O
64556,behavioral,O
64557,observation,O
64558,to,O
64559,detect,O
64560,signs,O
64561,of,O
64562,abdominal,O
64563,pain,O
64564,or,O
64565,discomfort,O
64566,.,O
64567,Starting,O
64568,with,O
64569,a,O
64570,low,O
64571,number,O
64572,of,O
64573,subjects,O
64574,and,O
64575,increasing,O
64576,this,O
64577,number,O
64578,with,O
64579,increasing,O
64580,design,O
64581,levels,O
64582,reduces,O
64583,the,O
64584,sample,O
64585,size,O
64586,without,O
64587,reducing,O
64588,the,O
64589,statistical,O
64590,power,O
64591,.,O
64592,The,O
64593,minimum,O
64594,milk,O
64595,temperature,O
64596,was,O
64597,estimated,O
64598,to,O
64599,be,O
64600,8,O
64601,°,O
64602,C,O
64603,.,O
64604,No,O
64605,behavioral,O
64606,signs,O
64607,of,O
64608,pain,O
64609,or,O
64610,discomfort,O
64611,were,O
64612,observed,O
64613,",",O
64614,but,O
64615,shivering,O
64616,was,O
64617,noted,O
64618,in,O
64619,several,O
64620,calves,O
64621,drinking,O
64622,8,O
64623,°,O
64624,C,O
64625,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
64626,.,O
64627,These,O
64628,results,O
64629,strengthen,O
64630,the,O
64631,argument,O
64632,that,O
64633,calves,O
64634,can,O
64635,be,O
64636,fed,O
64637,large,O
64638,milk,O
64639,meals,O
64640,without,O
64641,risk,O
64642,of,O
64643,causing,O
64644,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
64645,in,O
64646,the,O
64647,rumen,O
64648,",",O
64649,even,O
64650,cold,O
64651,milk,B-http://purl.bioontology.org/ontology/SNOMEDCT/70813002
64652,drunk,O
64653,at,O
64654,high,O
64655,speed,O
64656,.,O
64657,In,O
64658,this,O
64659,study,O
64660,",",O
64661,pot,O
64662,experiments,O
64663,were,O
64664,conducted,O
64665,to,O
64666,determine,O
64667,the,O
64668,effects,O
64669,of,O
64670,industrial,O
64671,solid,O
64672,wastes,O
64673,(,O
64674,ISWs,O
64675,),O
64676,(,O
64677,ceramic,O
64678,",",O
64679,stone,O
64680,",",O
64681,and,O
64682,sugar,O
64683,factory,O
64684,wastes,O
64685,),O
64686,and,O
64687,organic,O
64688,wastes,O
64689,(,O
64690,rice,O
64691,husk,O
64692,and,O
64693,wheat,O
64694,straw,O
64695,),O
64696,on,O
64697,growth,O
64698,and,O
64699,heavy,O
64700,metals,O
64701,uptake,O
64702,by,O
64703,tomato,B-http://purl.bioontology.org/ontology/SNOMEDCT/734881000
64704,(,O
64705,Lycopersicum,O
64706,esculentum,O
64707,),O
64708,plants,O
64709,.,O
64710,The,O
64711,soil,O
64712,was,O
64713,treated,O
64714,with,O
64715,10,O
64716,%,O
64717,of,O
64718,ISWs,O
64719,and,O
64720,5,O
64721,%,O
64722,of,O
64723,organic,O
64724,wastes,O
64725,.,O
64726,The,O
64727,fractionation,O
64728,of,O
64729,heavy,O
64730,metals,O
64731,also,O
64732,has,O
64733,been,O
64734,studied,O
64735,in,O
64736,all,O
64737,treated,O
64738,soils,O
64739,.,O
64740,It,O
64741,was,O
64742,observed,O
64743,that,O
64744,the,O
64745,addition,O
64746,of,O
64747,ISWs,O
64748,in,O
64749,soil,O
64750,increased,O
64751,heavy,O
64752,metal,O
64753,contents,O
64754,in,O
64755,all,O
64756,fractions,O
64757,.,O
64758,The,O
64759,addition,O
64760,of,O
64761,organic,O
64762,wastes,O
64763,to,O
64764,control,O
64765,and,O
64766,treated,O
64767,soils,O
64768,decreased,O
64769,exchangeable,O
64770,fraction,O
64771,and,O
64772,increased,O
64773,organic,O
64774,matter,O
64775,and,O
64776,residual,O
64777,fractions,O
64778,.,O
64779,Following,O
64780,the,O
64781,ceramic,O
64782,factory,O
64783,and,O
64784,stone,O
64785,cutting,O
64786,waste,O
64787,addition,O
64788,",",O
64789,tomato,O
64790,yield,O
64791,significantly,O
64792,decreased,O
64793,as,O
64794,compared,O
64795,to,O
64796,control,O
64797,soil,O
64798,.,O
64799,The,O
64800,application,O
64801,of,O
64802,ISWs,O
64803,caused,O
64804,an,O
64805,increase,O
64806,in,O
64807,heavy,O
64808,metal,O
64809,contents,O
64810,of,O
64811,tomato,B-http://purl.bioontology.org/ontology/SNOMEDCT/734881000
64812,plants,O
64813,.,O
64814,In,O
64815,control,O
64816,and,O
64817,ISWs,O
64818,-,O
64819,treated,O
64820,soils,O
64821,",",O
64822,dry,O
64823,matter,O
64824,yield,O
64825,of,O
64826,tomato,B-http://purl.bioontology.org/ontology/SNOMEDCT/734881000
64827,grown,O
64828,in,O
64829,the,O
64830,presence,O
64831,of,O
64832,wheat,O
64833,straw,O
64834,was,O
64835,significantly,O
64836,restricted,O
64837,",",O
64838,while,O
64839,the,O
64840,application,O
64841,of,O
64842,rice,O
64843,husk,O
64844,increased,O
64845,tomato,O
64846,shoot,O
64847,and,O
64848,root,O
64849,dry,O
64850,weight,O
64851,.,O
64852,Results,O
64853,of,O
64854,experiments,O
64855,indicated,O
64856,that,O
64857,the,O
64858,application,O
64859,of,O
64860,both,O
64861,organic,O
64862,wastes,O
64863,significantly,O
64864,decreased,O
64865,heavy,O
64866,metal,O
64867,uptake,O
64868,by,O
64869,tomato,B-http://purl.bioontology.org/ontology/SNOMEDCT/734881000
64870,plants,O
64871,.,O
64872,The,O
64873,investigation,O
64874,of,O
64875,health,O
64876,risk,O
64877,index,O
64878,(,O
64879,HRI,O
64880,),O
64881,values,O
64882,indicated,O
64883,that,O
64884,in,O
64885,these,O
64886,industrial,O
64887,areas,O
64888,",",O
64889,potential,O
64890,health,O
64891,risk,O
64892,by,O
64893,intake,O
64894,of,O
64895,heavy,O
64896,metals,O
64897,from,O
64898,tomato,B-http://purl.bioontology.org/ontology/SNOMEDCT/734881000
64899,for,O
64900,both,O
64901,adults,O
64902,and,O
64903,children,O
64904,generally,O
64905,assumed,O
64906,to,O
64907,be,O
64908,safe,O
64909,.,O
64910,The,O
64911,values,O
64912,of,O
64913,HRI,O
64914,were,O
64915,lesser,O
64916,when,O
64917,rice,O
64918,husk,O
64919,was,O
64920,applied,O
64921,to,O
64922,the,O
64923,soil,O
64924,.,O
64925,In,O
64926,general,O
64927,",",O
64928,these,O
64929,results,O
64930,highlighted,O
64931,that,O
64932,the,O
64933,application,O
64934,of,O
64935,rice,O
64936,husk,O
64937,in,O
64938,soils,O
64939,contaminated,O
64940,with,O
64941,ISWs,O
64942,increased,O
64943,the,O
64944,growth,O
64945,and,O
64946,yield,O
64947,of,O
64948,tomato,B-http://purl.bioontology.org/ontology/SNOMEDCT/734881000
64949,and,O
64950,reduced,O
64951,the,O
64952,heavy,O
64953,metal,O
64954,toxicity,O
64955,for,O
64956,tomato,B-http://purl.bioontology.org/ontology/SNOMEDCT/734881000
64957,consumption,O
64958,in,O
64959,contaminated,O
64960,soils,O
64961,.,O
64962,A,O
64963,case,O
64964,-,O
64965,control,O
64966,study,O
64967,of,O
64968,cancer,O
64969,of,O
64970,the,O
64971,colon,O
64972,and,O
64973,rectum,O
64974,was,O
64975,conducted,O
64976,in,O
64977,the,O
64978,Marseilles,O
64979,region,O
64980,of,O
64981,southern,O
64982,France,O
64983,.,O
64984,Cases,O
64985,(,O
64986,399,O
64987,),O
64988,and,O
64989,a,O
64990,corresponding,O
64991,number,O
64992,of,O
64993,controls,O
64994,",",O
64995,matched,O
64996,for,O
64997,age,O
64998,and,O
64999,sex,O
65000,",",O
65001,were,O
65002,included,O
65003,",",O
65004,the,O
65005,controls,O
65006,being,O
65007,selected,O
65008,from,O
65009,patients,O
65010,undergoing,O
65011,functional,O
65012,re,O
65013,-,O
65014,education,O
65015,for,O
65016,injuries,O
65017,or,O
65018,trauma,O
65019,which,O
65020,reduced,O
65021,their,O
65022,mobility,O
65023,.,O
65024,A,O
65025,dietary,O
65026,history,O
65027,questionnaire,O
65028,was,O
65029,used,O
65030,to,O
65031,determine,O
65032,the,O
65033,usual,O
65034,eating,O
65035,habits,O
65036,during,O
65037,the,O
65038,year,O
65039,preceding,O
65040,diagnosis,O
65041,for,O
65042,cases,O
65043,",",O
65044,or,O
65045,preceding,O
65046,interview,O
65047,for,O
65048,controls,O
65049,.,O
65050,The,O
65051,cases,O
65052,reported,O
65053,lower,O
65054,consumption,O
65055,of,O
65056,vegetables,O
65057,and,O
65058,oil,O
65059,than,O
65060,controls,O
65061,",",O
65062,but,O
65063,no,O
65064,differences,O
65065,were,O
65066,seen,O
65067,in,O
65068,the,O
65069,consumption,O
65070,of,O
65071,meat,B-http://purl.bioontology.org/ontology/SNOMEDCT/28647000
65072,",",O
65073,bread,B-http://purl.bioontology.org/ontology/SNOMEDCT/226559002
65074,",",O
65075,eggs,O
65076,or,O
65077,butter,B-http://purl.bioontology.org/ontology/SNOMEDCT/226888007
65078,.,O
65079,The,O
65080,intake,O
65081,of,O
65082,several,O
65083,nutrients,O
65084,",",O
65085,particularly,O
65086,vitamins,O
65087,B2,O
65088,",",O
65089,B6,O
65090,",",O
65091,C,O
65092,",",O
65093,potassium,O
65094,",",O
65095,iron,O
65096,",",O
65097,magnesium,O
65098,and,O
65099,vegetable,O
65100,fibre,O
65101,",",O
65102,was,O
65103,lower,O
65104,among,O
65105,cases,O
65106,.,O
65107,However,O
65108,",",O
65109,when,O
65110,all,O
65111,these,O
65112,nutrients,O
65113,were,O
65114,analysed,O
65115,jointly,O
65116,and,O
65117,adjusted,O
65118,one,O
65119,for,O
65120,the,O
65121,other,O
65122,",",O
65123,only,O
65124,potassium,O
65125,retained,O
65126,a,O
65127,significant,O
65128,effect,O
65129,.,O
65130,This,O
65131,may,O
65132,be,O
65133,due,O
65134,to,O
65135,the,O
65136,high,O
65137,degree,O
65138,of,O
65139,colinearity,O
65140,between,O
65141,the,O
65142,estimated,O
65143,intake,O
65144,of,O
65145,many,O
65146,nutrients,O
65147,.,O
65148,No,O
65149,association,O
65150,was,O
65151,seen,O
65152,with,O
65153,fat,O
65154,or,O
65155,fibres,O
65156,from,O
65157,cereals,O
65158,.,O
65159,The,O
65160,low,O
65161,rate,O
65162,of,O
65163,coronary,O
65164,heart,O
65165,disease,O
65166,(,O
65167,CHD,O
65168,),O
65169,in,O
65170,France,O
65171,compared,O
65172,with,O
65173,other,O
65174,developed,O
65175,countries,O
65176,with,O
65177,comparable,O
65178,dietary,O
65179,intake,O
65180,has,O
65181,been,O
65182,called,O
65183,the,O
65184,French,O
65185,paradox,O
65186,.,O
65187,We,O
65188,explored,O
65189,this,O
65190,paradox,O
65191,by,O
65192,looking,O
65193,at,O
65194,alcohol,O
65195,",",O
65196,diet,O
65197,",",O
65198,and,O
65199,mortality,O
65200,data,O
65201,from,O
65202,21,O
65203,developed,O
65204,",",O
65205,relatively,O
65206,affluent,O
65207,countries,O
65208,in,O
65209,the,O
65210,years,O
65211,1965,O
65212,",",O
65213,1970,O
65214,",",O
65215,1980,O
65216,",",O
65217,and,O
65218,1988,O
65219,.,O
65220,We,O
65221,assessed,O
65222,wine,B-http://purl.bioontology.org/ontology/SNOMEDCT/35748005
65223,",",O
65224,beer,B-http://purl.bioontology.org/ontology/SNOMEDCT/53410008
65225,",",O
65226,and,O
65227,spirits,O
65228,intake,O
65229,separately,O
65230,.,O
65231,France,O
65232,had,O
65233,the,O
65234,highest,O
65235,wine,B-http://purl.bioontology.org/ontology/SNOMEDCT/35748005
65236,intake,O
65237,and,O
65238,the,O
65239,highest,O
65240,total,O
65241,alcohol,O
65242,intake,O
65243,",",O
65244,and,O
65245,the,O
65246,second,O
65247,lowest,O
65248,CHD,O
65249,mortality,O
65250,rate,O
65251,.,O
65252,In,O
65253,univariate,O
65254,analyses,O
65255,",",O
65256,ethanol,O
65257,in,O
65258,wine,B-http://purl.bioontology.org/ontology/SNOMEDCT/35748005
65259,was,O
65260,slightly,O
65261,more,O
65262,inversely,O
65263,correlated,O
65264,with,O
65265,CHD,O
65266,than,O
65267,total,O
65268,wine,O
65269,volume,O
65270,.,O
65271,In,O
65272,multivariate,O
65273,analyses,O
65274,",",O
65275,animal,O
65276,fat,O
65277,tended,O
65278,to,O
65279,be,O
65280,positively,O
65281,correlated,O
65282,",",O
65283,and,O
65284,fruit,B-http://purl.bioontology.org/ontology/SNOMEDCT/72511004
65285,consumption,O
65286,inversely,O
65287,correlated,O
65288,",",O
65289,with,O
65290,CHD,O
65291,.,O
65292,Beer,B-http://purl.bioontology.org/ontology/SNOMEDCT/53410008
65293,and,O
65294,spirits,O
65295,were,O
65296,only,O
65297,weakly,O
65298,inversely,O
65299,correlated,O
65300,with,O
65301,CHD,O
65302,.,O
65303,The,O
65304,strongest,O
65305,and,O
65306,most,O
65307,consistent,O
65308,correlation,O
65309,was,O
65310,the,O
65311,inverse,O
65312,association,O
65313,of,O
65314,wine,O
65315,ethanol,O
65316,with,O
65317,CHD,O
65318,.,O
65319,However,O
65320,",",O
65321,wine,O
65322,ethanol,O
65323,was,O
65324,unrelated,O
65325,to,O
65326,total,O
65327,mortality,O
65328,.,O
65329,We,O
65330,conclude,O
65331,that,O
65332,ethanol,O
65333,",",O
65334,particularly,O
65335,wine,O
65336,ethanol,O
65337,",",O
65338,is,O
65339,inversely,O
65340,related,O
65341,to,O
65342,CHD,O
65343,but,O
65344,not,O
65345,to,O
65346,longevity,O
65347,in,O
65348,populations,O
65349,.,O
65350,Although,O
65351,light,O
65352,to,O
65353,moderate,O
65354,alcohol,O
65355,consumption,O
65356,may,O
65357,improve,O
65358,longevity,O
65359,",",O
65360,alcohol,O
65361,abuse,O
65362,--,O
65363,which,O
65364,sharply,O
65365,reduces,O
65366,longevity,O
65367,--,O
65368,is,O
65369,correlated,O
65370,with,O
65371,average,O
65372,alcohol,O
65373,consumption,O
65374,in,O
65375,populations,O
65376,.,O
65377,Thus,O
65378,",",O
65379,while,O
65380,the,O
65381,risk,O
65382,/,O
65383,benefit,O
65384,ratio,O
65385,varies,O
65386,for,O
65387,individuals,O
65388,",",O
65389,the,O
65390,use,O
65391,of,O
65392,alcohol,O
65393,for,O
65394,cardioprotective,O
65395,purposes,O
65396,should,O
65397,not,O
65398,be,O
65399,encouraged,O
65400,as,O
65401,a,O
65402,public,O
65403,health,O
65404,measure,O
65405,.,O
65406,Although,O
65407,corn,B-http://purl.bioontology.org/ontology/SNOMEDCT/412357001
65408,is,O
65409,often,O
65410,cited,O
65411,as,O
65412,an,O
65413,allergenic,O
65414,food,O
65415,",",O
65416,very,O
65417,few,O
65418,studies,O
65419,have,O
65420,been,O
65421,devoted,O
65422,to,O
65423,the,O
65424,identification,O
65425,of,O
65426,corn,O
65427,allergens,O
65428,and,O
65429,corn,O
65430,allergy,O
65431,has,O
65432,been,O
65433,rarely,O
65434,confirmed,O
65435,by,O
65436,double,O
65437,-,O
65438,blind,O
65439,",",O
65440,placebo,O
65441,-,O
65442,controlled,O
65443,food,O
65444,challenge,O
65445,(,O
65446,DBPCFC,O
65447,),O
65448,.,O
65449,Recently,O
65450,",",O
65451,Pastorello,O
65452,et,O
65453,al,O
65454,.,O
65455,(,O
65456,1,O
65457,),O
65458,identified,O
65459,some,O
65460,salt,O
65461,-,O
65462,soluble,O
65463,IgE,O
65464,-,O
65465,binding,O
65466,proteins,O
65467,of,O
65468,corn,B-http://purl.bioontology.org/ontology/SNOMEDCT/412357001;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
65469,flour,I-http://purl.bioontology.org/ontology/SNOMEDCT/412357001;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
65470,as,O
65471,potential,O
65472,allergens,O
65473,.,O
65474,One,O
65475,of,O
65476,these,O
65477,",",O
65478,corresponding,O
65479,to,O
65480,corn,B-http://purl.bioontology.org/ontology/SNOMEDCT/412357001
65481,Lipid,O
65482,Transfer,O
65483,Protein,O
65484,(,O
65485,LTP,O
65486,),O
65487,",",O
65488,appeared,O
65489,to,O
65490,be,O
65491,the,O
65492,major,O
65493,one,O
65494,.,O
65495,The,O
65496,aim,O
65497,of,O
65498,this,O
65499,study,O
65500,was,O
65501,to,O
65502,verify,O
65503,the,O
65504,clinical,O
65505,significance,O
65506,of,O
65507,the,O
65508,skin,O
65509,prick,O
65510,test,O
65511,(,O
65512,SPT,O
65513,),O
65514,and,O
65515,CAP,O
65516,-,O
65517,FEIA,O
65518,CAP,O
65519,-,O
65520,System,O
65521,IgE,O
65522,fluozoenzyme,O
65523,immunosorbent,O
65524,assay,O
65525,(,O
65526,Pharmacia,O
65527,Diagnostic,O
65528,",",O
65529,Uppsala,O
65530,",",O
65531,Sweden,O
65532,),O
65533,positivities,O
65534,to,O
65535,corn,B-http://purl.bioontology.org/ontology/SNOMEDCT/412357001
65536,and,O
65537,to,O
65538,identify,O
65539,the,O
65540,presence,O
65541,of,O
65542,IgE,O
65543,-,O
65544,binding,O
65545,proteins,O
65546,in,O
65547,the,O
65548,corn,B-http://purl.bioontology.org/ontology/SNOMEDCT/412357001;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
65549,flour,I-http://purl.bioontology.org/ontology/SNOMEDCT/412357001;http://purl.bioontology.org/ontology/SNOMEDCT/63766005
65550,salt,O
65551,-,O
65552,insoluble,O
65553,protein,O
65554,fractions,O
65555,(,O
65556,comprising,O
65557,up,O
65558,to,O
65559,96,O
65560,%,O
65561,of,O
65562,the,O
65563,total,O
65564,protein,O
65565,),O
65566,using,O
65567,sera,O
65568,of,O
65569,patients,O
65570,with,O
65571,DBPCFC,O
65572,-,O
65573,documented,O
65574,food,O
65575,allergy,O
65576,to,O
65577,corn,B-http://purl.bioontology.org/ontology/SNOMEDCT/412357001
65578,.,O
65579,In,O
65580,addition,O
65581,the,O
65582,effect,O
65583,of,O
65584,cooking,O
65585,and,O
65586,proteolytic,O
65587,digestion,O
65588,on,O
65589,the,O
65590,corn,O
65591,allergens,O
65592,was,O
65593,investigated,O
65594,.,O
