,ID,Food Concept,Semantic Tags,pure tag
6644,A006681,HEAT GHEE,AG.01 [Food],AG.01
6645,A006682,PINEAPPLE FILLING,AG.01 [Food],AG.01
6646,A006683,UNBEATEN EGG YOLKS,AG.01.g [Eggs],AG.01.g
6647,A006684,9-INCH PIE SHELL,AG.01.n.15 [Pastry];AG.01.o [Animal food],AG.01.n.15;AG.01.o
6648,A006685,BAKED PIE SHELLS,AG.01.n.15 [Pastry];AG.01.t.07 [Cooking];AG.01.o [Animal food],AG.01.n.15;AG.01.t.07;AG.01.o
6649,A006686,BROKEN WALNUTS,AG.01.h.01.f [Nut],AG.01.h.01.f
6650,A006687,PEANUT BUTTER CRUMBS,AG.01.n.11 [Bread];AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food];AG.01.h.01.f [Nut],AG.01.n.11;AG.01.e.01;AG.01.n;AG.01.h.01.f
6651,A006688,LIME RIND,AG.01.d.05 [Pork];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit],AG.01.d.05;AG.01.ab;AG.01.h.01.a
6652,A006689,ORANGE SECTIONS,AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit],AG.01.ab;AG.01.h.01.a
6653,A006690,CRUSHED BUTTER CRACKERS,AG.01.e.01 [Butter];AG.01.n [Dishes and prepared food],AG.01.e.01;AG.01.n
6654,A006691,WHITE CHOCOLATE PASTRY CREAM,AG.01.n.17.a [Sweets];AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01.m [Substances for food preparation];AG.01.n.15 [Pastry],AG.01.n.17.a;AG.01.e;AG.01.n;AG.01.m;AG.01.n.15
6655,A006692,LIQUEURS,AG.01.n.17.a [Sweets];AG.01.ae.01 [Wine-making];AG.01.y.01 [Intoxicating liquor],AG.01.n.17.a;AG.01.ae.01;AG.01.y.01
6656,A006693,BANANA CREAM FILLING,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01.h.01 [Fruit/a fruit],AG.01.e;AG.01.n;AG.01.h.01
6657,A006694,WHITE CHOCOLATE CURLS,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.m
6658,A006695,PRE-BAKED PIE SHELL,AG.01.n.15 [Pastry];AG.01.o [Animal food],AG.01.n.15;AG.01.o
6659,A006696,PRETZEL SHAPE,AG.01.n.14 [Biscuit],AG.01.n.14
6660,A006697,COOKIE SHEETS TOP,AG.01.n.13 [Cake],AG.01.n.13
6661,A006698,DRIZZLED WHITE FROSTING,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6662,A006699,WHOLE CHERRIES,AG.01.h.01.e [Fruit containing stone];AG.01.e [Dairy produce],AG.01.h.01.e;AG.01.e
6663,A006700,ICE CAKE,AG.01.n.13 [Cake];AG.01 [Food],AG.01.n.13;AG.01
6664,A006701,ARROWROOT FLOUR,AG.01.j [Meal];AG.01.k [Flour],AG.01.j;AG.01.k
6665,A006702,SPREAD COOKIE,AG.01.n.13 [Cake],AG.01.n.13
6666,A006703,PIZZA COOKIE,AG.01.n.11 [Bread];AG.01.n.13 [Cake],AG.01.n.11;AG.01.n.13
6667,A006704,FILBERT NUT,AG.01.d [Animals for food];AG.01.h.01.f [Nut],AG.01.d;AG.01.h.01.f
6668,A006705,FRIED DOUGH BALLS,AG.01.n.11 [Bread];AG.01.t.07 [Cooking],AG.01.n.11;AG.01.t.07
6669,A006706,ORANGE CANDIES LAST,AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.l.02
6670,A006707,DIET MARGARINE,AG.01.c [Diet];AG.01.q [Supply of food/provisions];AG.01.f [Fat/oil],AG.01.c;AG.01.q;AG.01.f
6671,A006708,LARGE SIZED BALLS,AG.01 [Food],AG.01
6672,A006709,DOZEN COOKIES,AG.01 [Food],AG.01
6673,A006710,WARM ROLL,AG.01.n.11 [Bread],AG.01.n.11
6674,A006711,DESIRED ROLL,AG.01.n.11 [Bread],AG.01.n.11
6675,A006712,COLOURED SUGAR,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6676,A006713,CUTOUT COOKIES,AG.01 [Food],AG.01
6677,A006714,RICOTTA CHEESE MIXTURE,AG.01.n.18 [Preserve];AG.01.af [Tea manufacture];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.af;AG.01.e.02
6678,A006715,RAVIOLI,AG.01 [Food],AG.01
6679,A006716,CRUMBLED COOKIES,AG.01 [Food],AG.01
6680,A006717,SUGAR VANILLA,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6681,A006718,NOUGAT BARS,AG.01.n.17 [Confections/sweetmeats];AG.01.ak.01 [Drinking place],AG.01.n.17;AG.01.ak.01
6682,A006719,CRUSHED BISCUITS,AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.n.14 [Biscuit],AG.01.n.11;AG.01.n.13;AG.01.n.14
6683,A006720,CHOPPED COOKIE BARS,AG.01.n.13 [Cake];AG.01.ak.01 [Drinking place],AG.01.n.13;AG.01.ak.01
6684,A006721,MELTED NOUGAT BAR MIXTURE,AG.01.t.07 [Cooking];AG.01.af [Tea manufacture];AG.01.n.17 [Confections/sweetmeats];AG.01.ak.01 [Drinking place],AG.01.t.07;AG.01.af;AG.01.n.17;AG.01.ak.01
6685,A006722,ORANGE-FLAVORED GELATIN,AG.01 [Food],AG.01
6686,A006723,BABY FOOD,AG.01 [Food],AG.01
6687,A006724,DISH PART WAY,AG.01.w [Setting table];AG.01.n [Dishes and prepared food],AG.01.w;AG.01.n
6688,A006725,DOUGHNUT,AG.01.n.13 [Cake],AG.01.n.13
6689,A006726,LONG SAUSAGE SHAPE,AG.01.n.05 [Sausage],AG.01.n.05
6690,A006727,COOKIE DOUGH ROLLS,AG.01.n.11 [Bread];AG.01.n.13 [Cake],AG.01.n.11;AG.01.n.13
6691,A006728,BAKED PASTRY SHELLS,AG.01.n.15 [Pastry];AG.01.t.07 [Cooking];AG.01.o [Animal food],AG.01.n.15;AG.01.t.07;AG.01.o
6692,A006729,DRAINED PINEAPPLE,AG.01 [Food],AG.01
6693,A006730,BEAT MILK,AG.01.e [Dairy produce],AG.01.e
6694,A006731,ROLLED DOUGH,AG.01.n.11 [Bread],AG.01.n.11
6695,A006732,CONFECTIONERS ' ICING,AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.t.07 [Cooking],AG.01.t.05;AG.01.l.02;AG.01.t.07
6696,A006733,COFFEE FLAVORED LIQUEUR,AG.01.n.17.a [Sweets];AG.01.y.01 [Intoxicating liquor];AG.01.ad [Coffee];AG.01.ag [Coffee manufacture];AG.01.aj.01 [Drinking vessel];AG.01.ae.01 [Wine-making],AG.01.n.17.a;AG.01.y.01;AG.01.ad;AG.01.ag;AG.01.aj.01;AG.01.ae.01
6697,A006735,PEPPERMINT EXTRACTS,AF.21 [Particular medicinal/food plants/parts];AF.26 [Plant/nut/bean yielding oil];AF.13.c [Non-British trees/shrubs],AF.21;AF.26;AF.13.c
6698,A006736,SEPARATED CUSTARD,AG.01.n.16 [Egg dishes];AG.01.n.15 [Pastry],AG.01.n.16;AG.01.n.15
6699,A006737,CHILLED GELATIN MIXTURE,AG.01.t.06 [Preserving/pickling];AG.01.t.05 [Preparation for table/cooking];AG.01.af [Tea manufacture],AG.01.t.06;AG.01.t.05;AG.01.af
6700,A006738,BAKED PASTRY SHELL,AG.01.t.08 [Equipment for food preparation];AG.01.n.15 [Pastry];AG.01.t.07 [Cooking];AG.01.o [Animal food],AG.01.t.08;AG.01.n.15;AG.01.t.07;AG.01.o
6701,A006739,BAKED COOKIE BASE,AG.01.n.13 [Cake];AG.01.t.07 [Cooking],AG.01.n.13;AG.01.t.07
6702,A006740,SOFTENED CHOCOLATE,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.m
6703,A006741,HOT ROLL MIX,AG.01.n.11 [Bread];AG.01.m [Substances for food preparation];AG.01 [Food],AG.01.n.11;AG.01.m;AG.01
6704,A006742,CANE SYRUP,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6705,A006743,EASY CHOCOLATE FROSTING,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.m;AG.01.l.02
6706,A006744,ANISE EXTRACT,AF.21 [Particular medicinal/food plants/parts],AF.21
6707,A006745,PREPARED FROSTING,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6708,A006746,VANILLA CHIPS,AF.12 [Particular plants/herbs/shrubs];AE.14.m.03 [Subfamily Bovinae (bovines)],AF.12;AE.14.m.03
6709,A006747,LARGE COOKIE,AG.01.n.13 [Cake],AG.01.n.13
6710,A006748,EXTRA OATMEAL,AG.01.j [Meal];AG.01.n.02 [Soup/pottage],AG.01.j;AG.01.n.02
6711,A006749,THAWED POUND CAKE,AG.01.n.13 [Cake],AG.01.n.13
6712,A006750,ARROWROOT,AG.01 [Food],AG.01
6713,A006751,ARROWROOT MIXTURE,AG.01.af [Tea manufacture],AG.01.af
6714,A006752,PUREED APRICOTS,AG.01.h.01.e [Fruit containing stone],AG.01.h.01.e
6715,A006753,SLICED APRICOTS,AG.01.h.01.e [Fruit containing stone];AG.01.t.05 [Preparation for table/cooking],AG.01.h.01.e;AG.01.t.05
6716,A006754,RAISIN LIQUID,AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit],AG.01.h.01.b;AG.01.h.01
6717,A006755,RAISINS LAST,AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit],AG.01.h.01.b;AG.01.h.01
6718,A006756,RESERVED RAISIN WATER,AG.01.z [Water];AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit],AG.01.z;AG.01.h.01.b;AG.01.h.01
6719,A006757,COOLED ROLLS,AG.01.n.11 [Bread],AG.01.n.11
6720,A006758,LEMON CURD,AG.01.h.02.d [Cabbage/kale];AG.01.ab [Fruit juice/squash];AG.01.m [Substances for food preparation];AG.01.h.01.a [Citrus fruit];AG.01.f [Fat/oil],AG.01.h.02.d;AG.01.ab;AG.01.m;AG.01.h.01.a;AG.01.f
6721,A006759,DRIZZLE CHOCOLATE,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.m
6722,A006760,ONE-CRUST BAKED SHELL,AG.01.t.07 [Cooking];AG.01.o [Animal food],AG.01.t.07;AG.01.o
6723,A006761,COOLED CHOCOLATE,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.m
6724,A006762,BLUEBERRY PIE FILLING,AG.01.n.15 [Pastry],AG.01.n.15
6725,A006763,COOLED MERINGUE,AG.01 [Food],AG.01
6726,A006764,HOMEMADE DULCE DE LEECH,AG.01.n.17.a [Sweets];AG.01.y.01.a [Wine],AG.01.n.17.a;AG.01.y.01.a
6727,A006765,DULCE DE LEECH,AG.01.n.17.a [Sweets];AG.01.y.01.a [Wine],AG.01.n.17.a;AG.01.y.01.a
6728,A006766,GRILLED PINEAPPLE SLICE,AG.01.t.08 [Equipment for food preparation];AG.01.t.07 [Cooking],AG.01.t.08;AG.01.t.07
6729,A006767,CITRUS SORBET,AG.01.aa [Aerated/carbonated drink];AG.01.n.17.b [Ices],AG.01.aa;AG.01.n.17.b
6730,A006768,SAFFRON MIXTURE,AG.01.af [Tea manufacture],AG.01.af
6731,A006769,NICE-LOOKING WHOLE STRAWBERRIES,AG.01.e [Dairy produce];AG.01.h.01.b [Berry],AG.01.e;AG.01.h.01.b
6732,A006770,WHOLE STRAWBERRIES,AG.01.e [Dairy produce];AG.01.h.01.b [Berry],AG.01.e;AG.01.h.01.b
6733,A006771,CINNAMON GRAHAM CRACKERS,AG.01.l.03 [Spice];AG.01.k [Flour],AG.01.l.03;AG.01.k
6734,A006772,MOIST SOFT DOUGH,AG.01.n.11 [Bread],AG.01.n.11
6735,A006773,COOLED PIE SHELLS,AG.01.n.15 [Pastry];AG.01.o [Animal food],AG.01.n.15;AG.01.o
6736,A006774,TABLESPOON-SIZE DOLLOPS,AF.01 [Plants collectively],AF.01
6737,A006775,DURIAN PUREE,AG.01 [Food],AG.01
6738,A006776,HUSK,AG.01 [Food],AG.01
6739,A006777,DURIAN FRUIT,AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit],AG.01.h;AG.01.h.01
6740,A006778,PULPY INNER FLESH,AE.07 [Animal body],AE.07
6741,A006779,PUREED DURIAN,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
6742,A006780,BANANA EXTRACT,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
6743,A006781,FAVOURITE POWDERED SUGAR GLAZE,AG.01.t.06 [Preserving/pickling];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.t.06;AG.01.l.02
6744,A006782,THROUGH,AG.01 [Food],AG.01
6745,A006783,MAPLE PECAN SAUCE,AG.01.l.04 [Sauce/dressing];AG.01.h [Fruit and vegetables];AG.01.h.01.f [Nut],AG.01.l.04;AG.01.h;AG.01.h.01.f
6746,A006784,PECAN GLAZE,AG.01.h.01.f [Nut],AG.01.h.01.f
6747,A006785,PURE MAPLE SYRUP,AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.l.02
6748,A006786,CHILLED CRUST,AG.01.n.11 [Bread];AG.01.t.06 [Preserving/pickling];AG.01.t.05 [Preparation for table/cooking];AG.01.n.15 [Pastry],AG.01.n.11;AG.01.t.06;AG.01.t.05;AG.01.n.15
6749,A006787,LEFTOVER CHEESECAKE,AG.01 [Food],AG.01
6750,A006788,STRAWBERRY FLAVORED GELATIN,AG.01.n.18 [Preserve];AG.01.h.01.b [Berry],AG.01.n.18;AG.01.h.01.b
6751,A006789,WHOLE CRANBERRY SAUCE,AG.01.e [Dairy produce];AG.01.h.01.b [Berry];AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.e;AG.01.h.01.b;AG.01.h;AG.01.l.04
6752,A006790,PINEAPPLE BATTER,AG.01.m [Substances for food preparation],AG.01.m
6753,A006791,COFFEE FROSTING,AG.01.ad [Coffee];AG.01.ag [Coffee manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.ad;AG.01.ag;AG.01.l.02
6754,A006792,EXCESS PIE CRUST,AG.01.n.15 [Pastry],AG.01.n.15
6755,A006793,STACKED PIE,AG.01.n.15 [Pastry],AG.01.n.15
6756,A006794,WHOLE CHERRY,AG.01.h.01.e [Fruit containing stone];AG.01.e [Dairy produce],AG.01.h.01.e;AG.01.e
6757,A006795,MIXED SPICE,AG.01.l.03 [Spice];AG.01.h.01 [Fruit/a fruit],AG.01.l.03;AG.01.h.01
6758,A006796,HALF PIPE,AG.01 [Food],AG.01
6759,A006797,GRATED APPLES,AG.01.h.01.c [Apple],AG.01.h.01.c
6760,A006798,COOLED CANDY,AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.l.02
6761,A006799,CANDY PIECES,AG.01.n.11 [Bread];AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.11;AG.01.n.17.a;AG.01.l.02
6762,A006800,STORE CANDY,AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.l.02
6763,A006801,CINNAMON CANDIES,AG.01.n.17.a [Sweets];AG.01.l.03 [Spice];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.l.03;AG.01.l.02
6764,A006802,CRUSHED MINTS,AG.01.h.02.i [Herb],AG.01.h.02.i
6765,A006803,ORANGE OIL,AG.01.f [Fat/oil],AG.01.f
6766,A006804,COOKIE BALL,AG.01.n.13 [Cake],AG.01.n.13
6767,A006805,BROWN SUGAR SUBSTITUTE,AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01 [Food],AG.01.l.02;AG.01
6768,A006806,RED CONFECTIONER 'S COATING,AG.01.t.05 [Preparation for table/cooking];AG.01.t.07 [Cooking],AG.01.t.05;AG.01.t.07
6769,A006807,MELTED COATING,AG.01.t.07 [Cooking],AG.01.t.07
6770,A006808,SUET,AG.01.f [Fat/oil],AG.01.f
6771,A006809,KATAYEF SHELL,AG.01.o [Animal food],AG.01.o
6772,A006810,CHOCOLATE ICING,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.m;AG.01.t.05;AG.01.l.02
6773,A006811,PLAIN ICING,AG.01.t.05 [Preparation for table/cooking];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.t.05;AG.01.l.02
6774,A006812,RAISINS PLUMP,AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit],AG.01.h.01.b;AG.01.h.01
6775,A006813,ROASTED FLOUR,AG.01.j [Meal];AG.01.k [Flour];AG.01.t.07 [Cooking],AG.01.j;AG.01.k;AG.01.t.07
6776,A006814,LIME-SIZED BALLS,AG.01 [Food],AG.01
6777,A006815,RUM-SOAKED RAISINS,AG.01.h.01.b [Berry];AG.01.h.01 [Fruit/a fruit],AG.01.h.01.b;AG.01.h.01
6778,A006816,EXTRA RUM,AG.01.y.01 [Intoxicating liquor],AG.01.y.01
6779,A006817,FLAVORED ICE CREAM,AG.01.e [Dairy produce];AG.01.n [Dishes and prepared food];AG.01 [Food],AG.01.e;AG.01.n;AG.01
6780,A006818,ADDITIONAL FOOD COLOURING,AG.01 [Food],AG.01
6781,A006819,EGG REPLACER,AG.01.g [Eggs],AG.01.g
6782,A006820,SHREDDED YAM,AG.01.h.02.a [Root vegetable],AG.01.h.02.a
6783,A006821,MINT CHOCOLATE CHIPS,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation];AG.01.h.02.i [Herb],AG.01.n.17.a;AG.01.m;AG.01.h.02.i
6784,A006822,MUNG BEANS,AF.20.f [Pulses/plants producing pulses],AF.20.f
6785,A006823,QUART WATER,AG.01.z [Water],AG.01.z
6786,A006824,GRATED CASSAVA,AG.01.n.11 [Bread];AG.01.h.02.a [Root vegetable],AG.01.n.11;AG.01.h.02.a
6787,A006825,GRATED COCONUT,AG.01.h.01.f [Nut],AG.01.h.01.f
6788,A006826,CASSAVA MIXTURE,AG.01.n.11 [Bread];AG.01.af [Tea manufacture];AG.01.h.02.a [Root vegetable],AG.01.n.11;AG.01.af;AG.01.h.02.a
6789,A006827,PRETTIER CRUST,AG.01.n.11 [Bread];AG.01.n.15 [Pastry],AG.01.n.11;AG.01.n.15
6790,A006828,FILLED BOTTOM CRUST,AG.01.n.11 [Bread];AG.01.t.05 [Preparation for table/cooking];AG.01.n.15 [Pastry];AG.01.x.02 [Appetite],AG.01.n.11;AG.01.t.05;AG.01.n.15;AG.01.x.02
6791,A006829,TOP CRUST STRIPS,AG.01.n.11 [Bread];AG.01.n.15 [Pastry],AG.01.n.11;AG.01.n.15
6792,A006830,COLD JUICE MIXTURE,AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash],AG.01.af;AG.01.l.02;AG.01.ab
6793,A006831,COLD STRAWBERRY YOGURT,AG.01.h.01.b [Berry],AG.01.h.01.b
6794,A006832,POP,AG.01 [Food],AG.01
6795,A006833,CITRUS JUICE MIXTURE,AG.01.af [Tea manufacture];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash],AG.01.af;AG.01.l.02;AG.01.ab
6796,A006834,MINCEMEAT PIE FILLING,AG.01.n.15 [Pastry];AG.01.d [Animals for food];AG.01.n.08 [Prepared fruit and dishes],AG.01.n.15;AG.01.d;AG.01.n.08
6797,A006835,MINCEMEAT MIXTURE,AG.01.d [Animals for food];AG.01.af [Tea manufacture];AG.01.n.08 [Prepared fruit and dishes],AG.01.d;AG.01.af;AG.01.n.08
6798,A006836,RESERVED MARASCHINO JUICE,AG.01.y.01 [Intoxicating liquor];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash],AG.01.y.01;AG.01.l.02;AG.01.ab
6799,A006837,3-INCH ROUND COOKIE,AG.01.n.13 [Cake],AG.01.n.13
6800,A006838,FRIED QUINCES,AG.01.h.01.d [Pear];AG.01.t.07 [Cooking],AG.01.h.01.d;AG.01.t.07
6801,A006839,CURRANT JELLY,AG.01.n.04 [Jelly];AG.01.h.01.b [Berry],AG.01.n.04;AG.01.h.01.b
6802,A006840,GINGER BISCUITS,AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.n.14 [Biscuit],AG.01.n.11;AG.01.n.13;AG.01.n.14
6803,A006841,LIGHT DOUGH,AG.01.n.11 [Bread],AG.01.n.11
6804,A006842,SMOOTH DOUGH FORMS,AG.01.n.11 [Bread];AG.01.y.01 [Intoxicating liquor],AG.01.n.11;AG.01.y.01
6805,A006843,CHOPPED PISTACHIOS,AF.20.c [Edible nuts/nut-trees],AF.20.c
6806,A006844,SURE CAKE,AG.01.n.13 [Cake],AG.01.n.13
6807,A006845,ORANGE BLOSSOM WATER,AG.01.z [Water];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit],AG.01.z;AG.01.ab;AG.01.h.01.a
6808,A006846,ORANGE FLOWER WATER,AG.01.z [Water],AG.01.z
6809,A006847,TRIM EXTRA DOUGH,AG.01.n.11 [Bread],AG.01.n.11
6810,A006848,PINE NUT,AG.01.h.01.f [Nut],AG.01.h.01.f
6811,A006849,RASPBERRY SPREADABLE FRUIT,AG.01.h [Fruit and vegetables];AG.01.h.01.b [Berry];AG.01.b [Consistency of food];AG.01.h.01 [Fruit/a fruit],AG.01.h;AG.01.h.01.b;AG.01.b;AG.01.h.01
6812,A006850,COOKIE POINT-SIDE,AG.01.n.13 [Cake],AG.01.n.13
6813,A006851,CAKE HALF,AG.01.n.13 [Cake],AG.01.n.13
6814,A006852,FLOUR SALT,AG.01.l.01 [Salt];AG.01.j [Meal];AG.01.k [Flour];AG.01.w [Setting table],AG.01.l.01;AG.01.j;AG.01.k;AG.01.w
6815,A006853,STAR DISC,AG.01 [Food],AG.01
6816,A006854,ORANGE CANDY,AG.01.n.17.a [Sweets];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.n.17.a;AG.01.l.02
6817,A006855,PEA FLOUR,AG.01.j [Meal];AG.01.h.02.g [Pulse];AG.01.k [Flour],AG.01.j;AG.01.h.02.g;AG.01.k
6818,A006856,FRUIT PECTIN,AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit],AG.01.h;AG.01.h.01
6819,A006857,EGG SUBSTITUTE MIXTURE,AG.01.g [Eggs];AG.01.af [Tea manufacture];AG.01 [Food],AG.01.g;AG.01.af;AG.01
6820,A006858,MIXED DOUGH,AG.01.n.11 [Bread],AG.01.n.11
6821,A006859,DRY GELATIN,AG.01 [Food],AG.01
6822,A006860,CAKE CUBES,AG.01.n.11 [Bread];AG.01.n.13 [Cake],AG.01.n.11;AG.01.n.13
6823,A006861,LEFTOVER DESSERT,AG.01 [Food],AG.01
6824,A006862,MILK CHOCOLATE BAR,AG.01.n.17.a [Sweets];AG.01.e [Dairy produce];AG.01.m [Substances for food preparation];AG.01.ak.01 [Drinking place],AG.01.n.17.a;AG.01.e;AG.01.m;AG.01.ak.01
6825,A006863,WHITE CHOCOLATE SIDE,AG.01.n.17.a [Sweets];AG.01.m [Substances for food preparation],AG.01.n.17.a;AG.01.m
6826,A006864,CHOCOLATE-MARSHMALLOW SANDWICH,AG.01.n.11 [Bread],AG.01.n.11
6827,A006865,CHOCOLATE WAFER COOKIE CRUMBS,AG.01.n.11 [Bread];AG.01.n.13 [Cake];AG.01.m [Substances for food preparation];AG.01.n.17.a [Sweets],AG.01.n.11;AG.01.n.13;AG.01.m;AG.01.n.17.a
6828,A006866,HOT CHEESECAKE,AG.01 [Food],AG.01
6829,A006867,WHITE PITH,AF.10.k [Cell/aggregate tissue],AF.10.k
6830,A006868,HOT ORANGE JUICE,AG.01.h.01.a [Citrus fruit];AG.01.l.02 [Sweetener (syrup/honey/chocolate)];AG.01.ab [Fruit juice/squash];AG.01 [Food],AG.01.h.01.a;AG.01.l.02;AG.01.ab;AG.01
6831,A006869,COLD SOUP,AG.01.n.02 [Soup/pottage],AG.01.n.02
6832,A006870,FRUIT COCKTAIL JUICE,AG.01.y.01.g [Cocktail];AG.01.h [Fruit and vegetables];AG.01.ab [Fruit juice/squash];AG.01.h.01 [Fruit/a fruit];AG.01.l.02 [Sweetener (syrup/honey/chocolate)],AG.01.y.01.g;AG.01.h;AG.01.ab;AG.01.h.01;AG.01.l.02
6833,A006871,HALVED BANANAS,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
6834,A006872,BANANAS CUT-SIDE,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
6835,A006873,MAPLE SAUCE,AG.01.h [Fruit and vegetables];AG.01.l.04 [Sauce/dressing],AG.01.h;AG.01.l.04
6836,A006874,SWEETENED APPLES,AG.01.h.01.c [Apple];AG.01.t.05 [Preparation for table/cooking],AG.01.h.01.c;AG.01.t.05
6837,A006875,GUAVAS,AG.01.h.01 [Fruit/a fruit],AG.01.h.01
6838,A006876,HOT GUAVA MIXTURE,AG.01.af [Tea manufacture];AG.01.h.01 [Fruit/a fruit];AG.01 [Food],AG.01.af;AG.01.h.01;AG.01
6839,A006877,DRIED PLANTAIN,AF.13 [Particular tree/shrub];AF.12 [Particular plants/herbs/shrubs];AF.20.b [Particular fruit-tree/-plant],AF.13;AF.12;AF.20.b
6840,A006878,POACHED PEARS,AG.01.h.01.d [Pear];AG.01.t.07 [Cooking],AG.01.h.01.d;AG.01.t.07
6841,A006879,OTHER CRUST,AG.01.n.11 [Bread];AG.01.n.15 [Pastry],AG.01.n.11;AG.01.n.15
6842,A006880,CHERRY-FLAVORED GELATIN,AG.01 [Food],AG.01
6843,A006881,PALM-SIZED BALLS,AG.01 [Food],AG.01
6844,A006882,PEANUT BUTTER PIE SHELL,AG.01.n [Dishes and prepared food];AG.01.e.01 [Butter];AG.01.h.01.f [Nut];AG.01.n.15 [Pastry];AG.01.o [Animal food],AG.01.n;AG.01.e.01;AG.01.h.01.f;AG.01.n.15;AG.01.o
6845,A006883,BEAT EGG YOLKS,AG.01.g [Eggs],AG.01.g
6846,A006884,ORANGE FLAVORED GELATIN MIX,AG.01.m [Substances for food preparation],AG.01.m
6847,A006885,GREEN CANDIED CHERRIES,AG.01.h.01.e [Fruit containing stone];AG.01.t.06 [Preserving/pickling],AG.01.h.01.e;AG.01.t.06
6848,A006886,DRIED FRUIT MIXTURE,AG.01.af [Tea manufacture];AG.01.h [Fruit and vegetables];AG.01.h.01 [Fruit/a fruit],AG.01.af;AG.01.h;AG.01.h.01
6849,A006887,LIME FLAVORED GELATIN MIX,AG.01.m [Substances for food preparation];AG.01.ab [Fruit juice/squash];AG.01.h.01.a [Citrus fruit],AG.01.m;AG.01.ab;AG.01.h.01.a
6850,A006888,COLBY LONGHORN CHEESE,AG.01.n.18 [Preserve];AG.01.e.02 [Cheese],AG.01.n.18;AG.01.e.02
6851,A006889,CRUSHED MALT BALLS,AG.01.ae.02 [Malting],AG.01.ae.02
6852,A006890,ACORN-SIZED BALLS,AG.01 [Food],AG.01
6853,A006891,SAGO,AG.01.n.03 [Puddings],AG.01.n.03
